t_ns,ax,ay,az,accuracy
19849503581826,-0.29192436,8.772088,4.5894337,3
19849505960992,-0.3397808,8.776874,4.4985065,3
19849508340055,-0.34456646,8.79123,4.4171505,3
19849510719117,-0.3493521,8.781659,4.4075794,3
19849513098180,-0.32063824,8.7577305,4.469793,3
19849515477242,-0.26799613,8.748159,4.5224347,3
19849517856305,-0.22492532,8.729017,4.546363,3
19849520235420,-0.17228323,8.729017,4.503292,3
19849522614430,-0.1052842,8.743374,4.4315076,3
19849524993492,-0.05742774,8.762517,4.359723,3
19849527372607,-0.02871387,8.762517,4.3357944,3
19849529751670,-0.02871387,8.7673025,4.3932223,3
19849532130732,-0.019142581,8.781659,4.4602213,3
19849534509795,-0.07178468,8.810373,4.5224347,3
19849536888805,-0.11964113,8.796016,4.5224347,3
19849539267920,-0.148355,8.815159,4.493721,3
19849541646982,-0.2105684,8.819944,4.4841495,3
19849544026045,-0.28235307,8.810373,4.479364,3
19849546405107,-0.33020952,8.815159,4.517649,3
19849548784170,-0.3589234,8.786445,4.584648,3
19849551163232,-0.3684947,8.786445,4.627719,3
19849553542295,-0.36370903,8.729017,4.6707897,3
19849555921357,-0.3397808,8.705089,4.666004,3
19849558300472,-0.30149564,8.681161,4.6564326,3
19849560679534,-0.22971097,8.662018,4.6468616,3
19849563058597,-0.15314065,8.63809,4.642076,3
19849565437659,-0.086141616,8.580662,4.6325045,3
19849567816722,-0.06699903,8.575876,4.6229334,3
19849570195784,-0.033499517,8.590233,4.6229334,3
19849572574847,0.0,8.60459,4.618148,3
19849574953909,0.014356935,8.595019,4.6229334,3
19849577332972,-0.023928227,8.623733,4.618148,3
19849579712034,-0.0526421,8.618947,4.6037908,3
19849582091097,-0.124426775,8.662018,4.613362,3
19849584470159,-0.2009971,8.676374,4.618148,3
19849586849222,-0.29671,8.729017,4.6325045,3
19849589228284,-0.40677986,8.743374,4.627719,3
19849591607399,-0.47377887,8.762517,4.651647,3
19849593986461,-0.5599205,8.800801,4.6325045,3
19849596365524,-0.6221339,8.805588,4.627719,3
19849598744586,-0.63170516,8.815159,4.6037908,3
19849601123649,-0.61734825,8.848659,4.5942197,3
19849603502711,-0.55034924,8.819944,4.5798626,3
19849605881774,-0.4546363,8.796016,4.6085763,3
19849608260836,-0.3589234,8.772088,4.5655055,3
19849610639899,-0.22971097,8.748159,4.551149,3
19849613018961,-0.11964113,8.762517,4.503292,3
19849615398024,-0.0047856453,8.738588,4.4458647,3
19849617777086,0.1052842,8.695518,4.4554358,3
19849620156149,0.15792629,8.700303,4.4458647,3
19849622535211,0.20578274,8.705089,4.421936,3
19849624914326,0.2105684,8.709874,4.412365,3
19849627293388,0.15792629,8.719446,4.402794,3
19849629672451,0.076570325,8.729017,4.402794,3
19849632051513,-0.0526421,8.772088,4.398008,3
19849634430576,-0.13878371,8.786445,4.426722,3
19849636809638,-0.31106696,8.810373,4.436293,3
19849639188701,-0.4642076,8.85823,4.4602213,3
19849641567763,-0.6269195,8.877372,4.493721,3
19849643946826,-0.72741807,8.906086,4.508078,3
19849646325836,-0.81834537,8.9348,4.546363,3
19849648704951,-0.8662018,8.915657,4.5942197,3
19849651084013,-0.8997013,8.886943,4.6037908,3
19849653463076,-0.8422736,8.863015,4.6372905,3
